fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Aug,11,GUJARAT,1112,AHMADABAD,307691,208.049255112548,53,57,53.586397756,455,116,2783,304838,9637,3104,6326,670,76.63217,764.431756055989,5751,10011,16765,32861,12,79239,157893,3238,634.213188299989,129184,72,10.63,61.52,99.67,NA
2024-2025,Aug,11,GUJARAT,1117,SURAT,637498,271.852789341467,36,43,697.734393015998,6427,17,10431,890479,7747,1652,815287,151614,114.4816,3233.007993016,24468,33598,64118,160604,259,187735,405007,16858,2420.792,414131,77,7.23,57.13,99.76,NA
2024-2025,Aug,11,GUJARAT,1119,DANG,611275,288.850887944653,34,102,81.2543126,1441,3,6565,513996,1027,92,497843,57267,101.45833,1667.3946526,14965,22185,32225,58768,22,47629,85880,8006,1484.68201,237516,80,64.25,24.15,99.99,NA
2024-2025,Aug,11,GUJARAT,1120,PATAN,564819,212.267581829536,35,172,280.0546932,3746,10,5794,430743,41327,10132,7542,1937,104.23696,1298.6194032,12240,19477,38105,98687,107,220658,512325,9540,914.32775,162439,85,27.99,32.03,99.88,NA
2024-2025,Aug,11,GUJARAT,1125,NAVSARI  ,587253,245.239222862674,20,57,370.9052359,4624,5,7493,528967,4295,834,368378,72944,102.34607,1770.4858659,26058,28916,65428,101021,12,138016,204002,12117,1297.23456,349791,83,30.94,9.51,99.99,NA
2024-2025,Aug,11,GUJARAT,1128,Botad,253687,229.059989401691,29,19,68.242111453,630,0,1214,131153,3994,1699,111,41,30.05649,398.717649353,4433,8708,19933,45241,4,52689,120016,1844,300.4190479,59572,64,5.09,60.02,99.91,NA
2024-2025,Aug,11,GUJARAT,1131,GIR SOMNATH,278957,245.063262084178,30,32,68.926678162,725,45,1626,178622,27403,6025,2917,773,84.37448,591.038058162,5792,11229,23212,55704,15,48270,110637,2351,437.7369,97610,67,7.92,47.26,99.89,NA
2024-2025,Aug,11,GUJARAT,1101,JAMNAGAR,365376,240.43571240431,40,15,263.4478524,474,72,2142,239183,40704,5143,2195,209,48.63045,887.1596524,5908,9724,20681,37580,45,46668,87616,2616,575.08135,100834,46,13.49,46.32,99.98,NA
2024-2025,Aug,11,GUJARAT,1105,AMRELI,423598,240.579845421607,46,54,117.208562134,1215,124,2799,373144,65165,11692,1770,244,61.3309,1076.248720534,8087,18073,22942,65068,178,113932,297497,4014,897.7092584,185780,61,5.33,82.18,99.85,NA
2024-2025,Aug,11,GUJARAT,1113,KHEDA,347352,218.946717694696,34,10,114.173337288,2033,5,6961,252149,2555,1472,772,369,75.54567,741.790966487999,7342,9495,34085,68437,33,139121,281450,8994,552.071959199999,83288,83,48.8,8.83,99.95,NA
2024-2025,Aug,11,GUJARAT,1120,PATAN,564819,212.52339826484,35,172,280.0546932,3758,10,5793,431891,41442,10132,7557,1937,104.23696,1302.1610832,12257,19501,38110,98700,115,220686,512374,9551,917.86943,162723,85,27.97,31.91,99.83,NA
2024-2025,Aug,11,GUJARAT,1123,DOHAD,6269032,261.440151999505,45,3593,4869.56315220499,51913,72,63382,5863177,47807,6024,3817395,434261,290.79254,20489.054553005,129517,169186,313977,647619,1391,579322,1236981,115295,15328.6988608,2703669,48,77.26,12.88,99.32,NA
2024-2025,Aug,11,GUJARAT,1103,SURENDRANAGAR,452707,246.940607533503,39,34,291.03743944,1505,40,3662,410035,20944,4376,3350,732,90.00297,1393.58332954,10421,16320,40386,73863,131,91940,158392,5167,1012.5429201,150293,64,20.82,22.42,99.53,NA
2024-2025,Aug,11,GUJARAT,1107,KACHCHH,629571,213.009156314868,33,9,64.006821745,610,252,2969,215341,13818,4614,576,165,151.08504,673.787909045,6481,8668,37957,63863,10,86146,137673,3579,458.6960473,104494,77,16.12,62.42,99.74,NA
2024-2025,Aug,11,GUJARAT,1121,PORBANDAR,134905,187.24824659874,48,3,36.508725296,433,28,761,186181,53809,5128,10146,1093,42.82142,427.950803296,3816,5790,9349,21632,88,34627,76066,1194,348.620658,112667,52,6.8,62.98,99.98,NA
2024-2025,Aug,11,GUJARAT,1128,Botad,253687,230.118939653103,29,31,142.690093653,638,0,1226,133296,4112,1699,111,41,30.05649,479.485925453,4484,8818,19952,45299,4,52760,120146,1864,306.7393418,60535,64,5.67,58.3,99.86,NA
2024-2025,Sep,11,GUJARAT,1101,JAMNAGAR,392351,241.919001496908,41,21,267.0810824,944,58,1757,259869,42596,5126,2265,206,61.96675,957.7203224,6277,10262,20714,37579,49,46674,87560,2701,628.67249,106645,47,14.16,41.92,99.94,NA
2024-2025,Sep,11,GUJARAT,1103,SURENDRANAGAR,482727,248.049735414184,40,34,412.65533654,2213,16,3140,433092,22678,4395,3811,768,109.93664,1596.87553664,10809,16890,40538,74156,144,92052,158651,5353,1074.2835601,158504,65,21.32,21.47,99.97,NA
2024-2025,Sep,11,GUJARAT,1128,Botad,271728,232.792218580291,30,33,157.503624253,944,0,1077,144917,4803,1713,111,41,45.3243,540.183423653,4734,9262,20023,45500,5,53035,120756,2021,337.3554994,64779,63,8.61,53.7,99.98,NA
2024-2025,Sep,11,GUJARAT,1130,ARVALLI,2019369,216.172584972405,48,565,975.252064088,8615,19,7407,2315487,97128,7421,629876,49267,141.72903,6122.429196688,47447,71970,78596,159224,1284,149295,295771,16022,5005.4481026,1120845,76,5.81,51.78,99.89,NA
2024-2025,Sep,11,GUJARAT,1133,MAHISAGAR,919527,200.478113933417,36,556,680.791557814,3844,8,5765,996073,33182,6684,393823,64170,112.18642,2789.886341614,26928,40743,76211,164140,83,158478,334231,9609,1996.9083638,420691,71,13.56,49.3,99.99,NA
2024-2025,July,11,GUJARAT,1101,JAMNAGAR,334973,238.306926500709,39,15,125.586772,167,164,2321,203104,35049,5120,1912,204,31.71877,641.316442,5111,8639,20535,37480,31,46668,87793,2488,484.0109,88877,45,13.02,53.08,99.99,NA
2024-2025,July,11,GUJARAT,1108,BANAS KANTHA,907784,229.633094974166,32,286,644.629330724,3050,88,5709,745150,188251,33353,93709,16360,65.82533,2421.565667924,22902,30310,74376,135326,52,177404,317179,8759,1711.1110072,424413,67,13.37,57.69,99.94,NA
2024-2025,July,11,GUJARAT,1113,KHEDA,280157,214.674484666433,31,7,54.711183136,1281,25,7451,208399,2187,1460,693,369,46.4667,548.557362436,6596,8541,33827,67849,9,138247,280310,8732,447.3794793,69910,83,49.96,9.91,99.9,NA
2024-2025,July,11,GUJARAT,1114,PANCH MAHALS,1500841,260.5661719898,40,225,1503.700432023,6990,19,41673,1795246,54474,9235,237821,46695,55.12969,6236.633902023,44716,61743,132092,247328,68,270899,485502,48663,4677.80378,799351,59,56.36,17.29,100,NA
2024-2025,July,11,GUJARAT,1121,PORBANDAR,127124,180.540651694325,47,3,32.5868469,195,34,874,173609,51501,5143,9690,1093,27.97513,373.9967969,3674,5598,9337,21643,60,34622,76119,1069,313.43482,106170,52,6.45,84.38,100,NA
2024-2025,July,11,GUJARAT,1128,Botad,234896,234.008649970549,28,19,60.881555453,344,0,1405,95072,3151,1692,111,42,23.32666,306.684919153,3338,6252,19847,45192,3,52777,120402,1749,222.4767037,43976,63,4.62,71.05,99.93,NA
2024-2025,July,11,GUJARAT,1129,Chhotaudepur,871415,254.667887381887,34,135,79.9544671,3939,0,6204,384059,8189,2579,302330,105705,34.53865,1092.5680587,11112,14200,64179,124807,18,217478,434362,10143,978.0749416,145549,76,18.73,12.35,99.96,NA
2024-2025,July,11,GUJARAT,1102,RAJKOT,330611,210.285345806521,30,32,53.890441716,702,139,1433,110958,16626,2990,434,124,51.44061,338.659465716,3645,6485,14714,37933,4,108109,298688,2135,233.328414,54335,55,12.61,67.81,99.65,NA
2024-2025,July,11,GUJARAT,1103,SURENDRANAGAR,415277,243.172392831209,35,24,242.57710254,1005,69,3865,315367,16136,4356,2899,729,26.20368,1035.66626264,8976,14080,40273,73720,27,91218,157603,4870,766.8854801,116773,63,21.08,25.96,99.83,NA
2024-2025,July,11,GUJARAT,1106,JUNAGADH,359780,209.811686539493,34,146,206.577380357,874,101,2454,212518,45428,17883,10513,4396,53.92789,706.392870357,6157,11359,34022,83861,16,115504,293076,3328,445.8876,88401,75,8.32,44.22,99.94,NA
2024-2025,July,11,GUJARAT,1118,VALSAD,384000,248.671185989723,25,1,242.86275115799,3373,0,8928,443503,4049,1183,385024,110623,42.56413,1388.29105115799,17419,21920,56449,123246,8,221581,459549,12301,1102.86417,257024,90,18.64,17.42,100,NA
2024-2025,July,11,GUJARAT,1120,PATAN,516226,203.446887324925,32,162,265.8673012,1705,21,7268,358775,34110,10083,6359,1922,28.6409,1024.4247712,11194,17872,37772,97898,32,220446,511942,8973,729.91657,138606,85,29.33,35.62,99.8,NA
2024-2025,July,11,GUJARAT,1122,ANAND,269071,221.170584308088,27,20,136.372143609,445,34,2389,183636,8126,3139,2937,689,52.10511,594.626067809,6707,8875,25308,43610,37,57813,91310,2834,406.1488142,101342,74,53.81,24.53,100,NA
2024-2025,July,11,GUJARAT,1126,TAPI,813452,225.268995525601,23,269,238.133164876,2745,7,9997,478947,3639,1719,457032,201744,40.24423,1357.296490876,20113,26922,95075,211722,18,201593,413882,12742,1078.919096,262335,80,19.23,42.78,99.18,NA
2024-2025,July,11,GUJARAT,1131,GIR SOMNATH,239544,244.580363543781,30,30,68.926678162,566,93,1724,149253,24146,5996,2283,755,28.55802,462.528228162,4860,9240,23023,55266,13,48006,110129,2290,365.04353,83774,66,6,60.27,99.95,NA
2024-2025,July,11,GUJARAT,1101,JAMNAGAR,334973,238.525576122527,40,15,133.319472,232,158,2290,217879,37452,5122,2083,204,40.69138,693.707992,5326,8994,20595,37549,38,46670,87748,2522,519.69714,94243,46,13.26,51.82,99.99,NA
2024-2025,July,11,GUJARAT,1103,SURENDRANAGAR,415277,241.592518934081,36,29,242.57710254,1046,56,3865,345805,18327,4350,3120,731,74.21415,1152.23026264,9392,14695,40186,73458,31,91737,157907,4911,835.4390101,126645,63,20.96,24.68,99.97,NA
2024-2025,July,11,GUJARAT,1107,KACHCHH,611896,206.87379730452,31,9,26.827667045,526,267,2990,190838,11772,4618,534,166,97.05723,518.678714345,6012,8094,37975,63931,6,86054,137620,3516,394.7938173,90041,77,17.34,63.8,99.83,NA
2024-2025,July,11,GUJARAT,1108,BANAS KANTHA,907784,236.922050713195,34,330,652.252410724,3288,71,5597,839742,212482,33452,105717,16419,196.32562,2838.111997824,24667,32802,74664,135841,75,177647,317539,8885,1989.5339671,480371,67,12.28,57.69,99.99,NA
2024-2025,July,11,GUJARAT,1110,MAHESANA,342394,269.987168496674,37,36,212.115943289,1583,27,5546,365117,21053,4367,563,82,57.26966,1255.154653289,9689,11876,29040,44655,31,93255,147524,7129,985.76905,137946,65,50.15,19.24,99.99,NA
2024-2025,July,11,GUJARAT,1113,KHEDA,280157,216.161925691024,32,8,61.459563136,1388,23,7391,222315,2317,1467,754,369,63.7866,605.806548236001,6818,8830,33895,67985,10,138754,280925,8779,480.560385100001,74961,83,49.13,9.92,99.92,NA
2024-2025,July,11,GUJARAT,1114,PANCH MAHALS,1500841,261.943797659082,43,240,1503.700432023,7777,17,41395,2049452,62413,9215,275577,46797,159.42897,7031.541802023,47563,65899,132424,247643,101,270999,485246,49172,5368.4124,911611,59,56.47,17.13,100,NA
2024-2025,July,11,GUJARAT,1127,Morbi,115188,188.190414566589,37,1,53.6710034659999,502,46,912,88092,9212,1158,267,17,16.15173,235.603433466,2356,3754,5970,11766,42,30833,66416,1414,165.7807,42467,56,63.49,12.25,100,NA
2024-2025,July,11,GUJARAT,1109,SABAR KANTHA,967497,235.558792977723,32,105,418.3605064,1492,8,6569,766589,131678,24548,262882,57236,111.99377,2336.1220719,23583,33606,67561,144620,63,157899,317100,8061,1805.7677955,426842,78,9.24,70.85,99.32,NA
2024-2025,July,11,GUJARAT,1110,MAHESANA,342394,269.679612426606,37,36,212.115943289,1549,27,5571,362770,20877,4367,541,82,57.26966,1247.702333289,9674,11856,29033,44643,31,93252,147509,7120,978.31673,137101,65,50.56,19.32,99.99,NA
2024-2025,July,11,GUJARAT,1112,AHMADABAD,284363,205.504938509121,54,56,34.791144956,358,166,2730,284839,8038,3043,6086,661,59.58351,679.732866755996,5228,9304,16509,32354,10,78758,157115,3088,585.358211799996,121865,71,9.34,66.06,99.77,NA
2024-2025,July,11,GUJARAT,1116,BHARUCH,246013,246.267560612016,27,16,71.562004865,768,157,6538,134833,3867,1763,91961,36802,61.30809,464.920034865,4990,6860,23008,47885,16,121815,244086,7306,332.04994,63113,64,5.07,2.85,99.91,NA
2024-2025,July,11,GUJARAT,1124,NARMADA,1603082,244.113994094432,24,723,1114.213799207,3268,0,11924,1370571,19049,3541,1261551,170663,94.3006,4554.270009207,55752,87076,90011,187705,83,110655,219203,15192,3345.75561,760646,69,32.2,33.28,100.02,NA
2024-2025,July,11,GUJARAT,1125,NAVSARI  ,531662,245.759730199334,18,37,329.2471216,3553,20,6876,414380,3495,832,278990,71728,87.31624,1434.9425316,22917,25191,64517,99729,8,139019,206058,10429,1018.37917,284224,82,32.2,11.98,100,NA
2024-2025,July,11,GUJARAT,1126,TAPI,813452,232.973509398477,24,273,238.133164876,2943,7,9908,499815,3728,1722,476894,201844,84.94724,1487.516950876,20553,27579,95157,211834,20,201648,413926,12851,1164.436546,272969,80,19.22,41.09,99.26,NA
2024-2025,July,11,GUJARAT,1102,RAJKOT,330611,213.717819427583,31,32,56.808201716,803,82,1392,120262,17184,3000,554,124,58.7332,372.562725716,3856,6864,14758,38038,4,108161,298717,2195,257.021324,58514,55,14.06,67.32,99.87,NA
2024-2025,July,11,GUJARAT,1110,MAHESANA,342394,269.679612426606,37,36,212.115943289,1549,27,5571,362770,20877,4367,541,82,57.26966,1247.702333289,9674,11856,29033,44644,31,93252,147510,7120,978.31673,137101,65,50.4,19.35,99.99,NA
2024-2025,July,11,GUJARAT,1112,AHMADABAD,284363,205.67325113485,54,56,34.791144956,358,166,2731,284839,8038,3041,6086,661,59.58351,680.212286755994,5228,9304,16505,32343,10,78755,157106,3089,585.837631799994,121865,71,9.34,66.06,99.77,NA
2024-2025,July,11,GUJARAT,1114,PANCH MAHALS,1500841,261.255391830257,42,238,1503.700432023,7770,17,41360,2020186,62075,9215,274364,46802,159.42897,6940.974252023,47354,65590,132401,247605,98,270975,485217,49130,5277.84485,898171,59,56.43,17.05,100,NA
2024-2025,July,11,GUJARAT,1116,BHARUCH,246013,246.267560612016,27,16,71.562004865,768,157,6538,134833,3867,1763,91961,36802,61.30809,464.920034865,4990,6860,23008,47885,16,121815,244087,7306,332.04994,63113,64,5.07,2.85,99.91,NA
2024-2025,July,11,GUJARAT,1123,DOHAD,5718906,265.00310127623,41,3328,4869.56315220499,40450,31,67524,5114359,41997,6006,3302331,432737,239.73992,18662.513032605,122767,160029,313005,645550,607,577349,1233485,107974,13553.2099604,2365278,45,80.03,11.54,99.58,NA
2024-2025,July,11,GUJARAT,1128,Botad,234896,228.149080723322,28,19,63.760265453,348,0,1413,122988,3450,1698,111,41,28.94658,373.302836853,4288,8445,19946,45242,3,52681,119998,1761,280.5959914,56393,62,3.86,69.74,99.98,NA
2024-2025,July,11,GUJARAT,1131,GIR SOMNATH,239544,245.180664457672,30,32,68.926678162,629,79,1681,170515,26446,6005,2541,758,68.67395,555.670438162,5569,10871,23124,55522,13,48066,110260,2310,418.06981,94204,67,6.23,51.28,99.96,NA
2024-2025,July,11,GUJARAT,1133,MAHISAGAR,762138,195.908545034961,34,526,325.843785064,2320,11,6481,870557,27218,6636,332137,63690,62.30284,2093.64217746401,24984,37671,75832,163363,50,158473,334133,8801,1705.49555240001,369493,69,12.65,58.41,99.99,NA
2024-2025,June,11,GUJARAT,1114,PANCH MAHALS,1227960,263.65905645966,37,218,1503.700432023,5201,18,42612,1606439,49933,9219,214869,46744,55.12969,5794.352032023,42704,58736,131599,246846,57,270855,485728,47813,4235.52191,716677,60,57.37,15.15,99.97,NA
2024-2025,June,11,GUJARAT,1118,VALSAD,324000,248.755451135567,24,3,242.86275115799,3038,0,9057,412437,3823,1182,356797,110377,42.56413,1311.38640115799,16932,21165,56332,122980,5,221563,459457,12095,1025.95952,239547,90,17.92,17.85,100,NA
2024-2025,June,11,GUJARAT,1120,PATAN,413192,206.994515364927,30,155,265.8673012,1489,24,7425,314515,30533,10056,5725,1923,28.6409,945.5370012,10457,16500,37578,97345,20,220424,511870,8914,651.0288,119694,85,29.94,32.67,99.85,NA
2024-2025,June,11,GUJARAT,1123,DOHAD,5278815,265.227755481852,37,3164,4869.56315220499,31364,2,74923,4362531,35611,6008,2809296,431045,83.80026,16524.006465705,115563,150107,311885,643264,425,576504,1231863,106287,11570.6430535,2023601,45,84.27,9.07,99.47,NA
2024-2025,June,11,GUJARAT,1124,NARMADA,1168916,236.464629520064,23,699,1110.015649207,2295,1,12718,1292985,15668,3527,1194340,170639,44.87595,4212.343789207,54655,85274,89949,187646,63,110623,219165,15013,3057.45219,719440,69,33.7,34.12,100.01,NA
2024-2025,June,11,GUJARAT,1129,Chhotaudepur,700341,253.785315512857,32,135,79.9544671,3581,0,6523,353900,7485,2567,279525,105692,34.53865,1012.6393487,10780,13744,64167,124780,16,217419,434290,10104,898.1462316,134009,76,18.69,12.1,99.88,NA
2024-2025,June,11,GUJARAT,1101,JAMNAGAR,281600,233.846131116197,36,15,125.586772,165,172,2301,172595,28316,5110,1550,202,16.53097,545.724472,4791,8113,20473,37380,5,46630,87744,2466,403.60673,76283,45,12.44,50.33,99.99,NA
2024-2025,June,11,GUJARAT,1113,KHEDA,204056,213.376531675752,29,7,54.711183136,1163,26,7529,192087,2029,1460,642,369,28.60201,493.181771536001,6443,8330,33765,67710,2,137916,279930,8692,409.868578400001,64556,83,50.65,9.99,99.95,NA
2024-2025,June,11,GUJARAT,1121,PORBANDAR,111623,169.510963975509,44,3,32.5868469,195,36,867,154506,45662,5142,8598,1092,17.39704,311.8884969,3506,5318,9301,21593,44,34614,76135,1062,261.90461,94727,52,6.56,83.87,100,NA
2024-2025,June,11,GUJARAT,1123,DOHAD,5278815,265.025356079898,37,3158,4869.56315220499,31136,2,75058,4333255,35497,6008,2790758,431013,83.80026,16437.587905805,115142,149574,311887,643224,422,576488,1231828,106194,11484.2244936,2010108,45,84.33,9.04,99.48,NA
2024-2025,June,11,GUJARAT,1127,Morbi,101807,185.207971160127,35,1,52.6529834659999,399,53,995,79612,8081,1156,248,17,6.60171,206.702463466,2230,3572,5930,11681,27,30815,66402,1394,147.44777,38483,55,67.05,13.18,100,NA
2024-2025,June,11,GUJARAT,1128,Botad,193553,229.266358816309,25,16,60.881555453,340,0,1396,76574,2647,1689,111,42,12.20701,248.646987053,3046,5695,19802,45086,0,52765,120371,1736,175.5584216,35549,63,5.09,66.82,99.85,NA
2024-2025,June,11,GUJARAT,1103,SURENDRANAGAR,367334,244.519203839063,34,22,242.57710254,949,70,3906,294551,15345,4340,2784,725,26.20368,989.01454264,8597,13447,40234,73622,20,91128,157454,4855,720.2337601,108464,63,22.16,24.73,99.97,NA
2024-2025,June,11,GUJARAT,1117,SURAT,562500,274.614518190112,32,33,697.734393015998,3901,23,11717,678473,5021,1629,622259,149667,54.78486,2615.704613016,20983,28933,63281,158540,71,187586,404537,15618,1863.18536,321474,76,6.01,61.47,99.87,NA
2024-2025,June,11,GUJARAT,1120,PATAN,413192,207.404369744868,30,160,265.8673012,1608,24,7331,332651,32712,10064,6147,1923,28.6409,984.4409112,10807,17115,37662,97593,23,220432,511910,8939,689.93271,127912,85,28.81,34.83,99.86,NA
2024-2025,June,11,GUJARAT,1128,Botad,193553,211.704980748392,27,17,60.881555453,343,0,1395,86746,2864,1689,111,42,12.20701,256.734168053,3138,5865,19821,45133,0,52770,120387,1738,183.6456026,40258,63,4.55,70.3,99.91,NA
2024-2025,June,11,GUJARAT,1129,Chhotaudepur,700341,253.450578475701,33,136,79.9544671,3774,0,6351,369350,7822,2575,290534,105721,34.53865,1050.6128287,10921,13952,64202,124831,16,217449,434322,10125,936.1197116,140213,76,18.56,12.02,99.89,NA
2024-2025,June,11,GUJARAT,1115,VADODARA,107671,269.562894898364,31,9,14.1718826,886,47,3482,110788,7008,2636,24818,8109,28.19627,341.0114926,3493,4503,17625,33229,20,126321,238316,4368,298.64334,47041,70,51.75,1.69,99.78,NA
2024-2025,June,11,GUJARAT,1119,DANG,492744,288.694601796943,33,99,66.2612076,446,3,7267,474695,988,92,459387,57154,45.15471,1481.8347576,14343,21239,32165,58649,18,47618,85857,7713,1370.41884,220218,80,67.12,24.26,99.98,NA
2024-2025,June,11,GUJARAT,1127,Morbi,101807,186.212123828318,36,1,52.6529834659999,411,53,984,81080,8167,1155,263,17,6.60171,210.235483466,2242,3592,5934,11689,28,30810,66392,1395,150.98079,39078,55,67.08,13.04,100,NA
2024-2025,June,11,GUJARAT,1131,GIR SOMNATH,215117,223.495248612567,29,30,68.926678162,523,109,1756,142169,23260,6012,1977,753,28.55802,415.225658162,4759,9007,23062,55416,13,48020,110235,2279,317.74096,79897,66,6.08,65.63,99.84,NA
2024-2025,July,11,GUJARAT,1107,KACHCHH,611896,212.047633609303,31,9,26.827667045,506,270,3005,180938,11233,4610,534,166,89.04266,499.545074345,5776,7785,37954,63891,4,85984,137528,3511,383.6747473,85715,77,16.77,64.24,99.83,NA
2024-2025,July,11,GUJARAT,1113,KHEDA,280157,214.517576942634,32,8,54.711183136,1338,24,7413,216330,2247,1462,726,369,46.4667,565.243757336001,6748,8734,33863,67927,10,138409,280535,8751,464.065874200001,72924,83,49.46,10.09,99.91,NA
2024-2025,July,11,GUJARAT,1115,VADODARA,125534,266.416466005375,33,9,14.1718826,953,45,3452,121681,7615,2645,28498,8169,45.7192,384.0693026,3677,4749,17707,33382,20,126400,238418,4405,324.17822,51611,70,51.31,1.95,99.8,NA
2024-2025,July,11,GUJARAT,1130,ARVALLI,1873237,212.035458833163,46,553,829.410828088,4987,0,10529,2132311,87667,7356,554298,48614,69.53571,5420.201950688,45525,69081,77959,157806,1158,149084,295275,15516,4521.2554126,1044859,76,6.53,58.95,99.95,NA
2024-2025,July,11,GUJARAT,1133,MAHISAGAR,762138,194.070093777914,34,525,325.843785064,2182,11,6555,844122,26616,6631,322417,63584,48.7231,2012.75524206401,24724,37222,75772,163198,46,158464,334013,8737,1638.18835700001,358479,68,12.54,59.11,99.99,NA
2024-2025,July,11,GUJARAT,1104,BHAVNAGAR,322743,233.619234410053,43,74,112.792875274,181,207,2598,527776,22494,3355,2635,371,85.72735,1431.506475874,12167,25821,34862,79158,159,94038,215010,2779,1232.9862506,254779,67,6.28,80.31,99.92,NA
2024-2025,July,11,GUJARAT,1114,PANCH MAHALS,1500841,263.503773955615,41,234,1503.700432023,7672,17,41283,1918809,59867,9225,263214,46833,122.09285,6681.927412023,46296,64032,132206,247465,89,270922,485318,48955,5056.13413,854145,59,56.75,16.72,100,NA
2024-2025,July,11,GUJARAT,1119,DANG,557718,287.342018644539,33,101,66.2612076,746,3,7107,499771,1015,92,483955,57226,61.20073,1563.5140176,14816,21928,32204,58723,18,47619,85859,7853,1436.05208,231334,80,65.67,24.63,99.97,NA
2024-2025,July,11,GUJARAT,1120,PATAN,516226,207.947961350717,33,164,266.3989132,2094,21,6932,378584,35755,10084,6846,1922,62.65967,1116.3162932,11437,18272,37845,98057,46,220460,511960,9026,787.25771,146157,85,29.52,34.3,99.85,NA
2024-2025,July,11,GUJARAT,1129,Chhotaudepur,871415,255.167910208499,35,136,79.9544671,4206,0,5947,391752,8287,2580,308681,105691,77.65409,1157.2339487,11167,14272,64175,124795,24,217553,434520,10153,999.6253916,148126,76,18.8,12.36,100.09,NA
2024-2025,June,11,GUJARAT,1117,SURAT,562500,270.460212699581,29,24,4.621768,2735,35,12373,535309,3855,1608,489187,148679,54.78486,1507.204488,18055,24969,62867,157480,26,187536,404293,15108,1447.79786,253677,76,6.36,61.44,98.92,NA
2024-2025,June,11,GUJARAT,1125,NAVSARI  ,473096,238.852642356215,15,33,322.1825915,1716,24,8212,318409,2752,825,210115,71376,41.87387,1124.5847715,20683,22675,64240,99371,3,139174,206478,9928,760.52831,224224,81,35.9,11.43,100,NA
2024-2025,June,11,GUJARAT,1130,ARVALLI,1507238,206.436376243499,40,541,2.21844,1895,0,13413,1725574,67530,7331,447700,48233,27.82858,3592.259455,43133,65410,77220,156482,571,148744,294513,15308,3562.212435,846212,76,6.62,62.96,99.9,NA
2024-2025,June,11,GUJARAT,1112,AHMADABAD,241487,207.766770214802,40,48,0,278,196,2656,191988,5519,3009,4871,654,22.87942,421.766686799994,4730,8471,16376,32299,0,77864,156470,2934,398.887266799994,82065,70,9.55,67.34,99.73,NA
2024-2025,June,11,GUJARAT,1115,VADODARA,107671,267.3200290577,29,9,0.495,848,63,3443,96360,6183,2619,21368,8038,28.19627,286.28085,3254,4187,17510,33028,12,126301,238256,4291,257.58958,41327,70,52.29,1.3,99.83,NA
2024-2025,June,11,GUJARAT,1117,SURAT,562500,274.701439876221,29,26,4.621768,2827,31,12318,553242,3943,1608,505339,148783,54.78486,1579.170368,18582,25649,62911,157593,29,187539,404319,15145,1519.76374,262584,76,6.3,61.6,99.39,NA
2024-2025,June,11,GUJARAT,1121,PORBANDAR,111623,171.818601288091,39,3,32.2608069,195,38,854,134152,39083,5140,7576,1092,17.39704,280.1559369,3394,5090,9295,21577,8,34604,76121,1049,230.49809,81764,53,6.7,83.04,99.82,NA
2024-2025,June,11,GUJARAT,1123,DOHAD,5278815,260.553645876127,34,3020,4857.59999960499,28235,2,76819,3707183,31323,5981,2352895,429362,83.80026,14600.600725405,107809,139171,311059,641337,187,575856,1230632,105054,9659.2004658,1723145,44,87.09,7.68,98.94,NA
2024-2025,June,11,GUJARAT,1126,TAPI,750646,212.203209189478,20,247,182.610687309,2344,17,10072,364765,2813,1714,348212,200866,40.24423,996.897953308999,17505,23316,94682,210810,8,201516,413646,12416,774.043036,199940,80,20.29,42.53,98.53,NA
2024-2025,June,11,GUJARAT,1127,Morbi,101807,187.704062524182,31,1,32.3835888659999,301,63,1080,64615,6171,1149,243,17,6.60171,160.270278866,2061,3289,5853,11522,10,30796,66378,1381,121.28498,30879,55,65.39,12.79,100,NA
2024-2025,June,11,GUJARAT,1108,BANAS KANTHA,773551,234.668500659258,27,246,11.738876,2225,87,6348,546827,137509,33149,64178,16206,0,1294.9695981,19747,25986,73831,134421,14,177023,316725,8573,1283.2307221,306449,67,14.15,57.12,99.89,NA
2024-2025,June,11,GUJARAT,1114,PANCH MAHALS,1227960,262.17056498199,33,206,1503.700432023,4931,23,42057,1236004,39626,9192,157205,46487,0,4744.139102023,37373,51148,130728,245568,34,270556,485482,46988,3240.43867,554104,60,60.17,16.04,99.94,NA
2024-2025,June,11,GUJARAT,1119,DANG,492744,290.361729430926,29,93,41.6797538,378,4,7064,384959,801,92,371931,56953,0,1159.4533638,12997,19163,32065,58442,3,47606,85830,7442,1117.77361,179315,79,67.4,23.84,99.97,NA
